"zemja1","zemja2","godina","vecher","poeni"
"Netherlands","Israel",2007,"SF1",0
"Norway","Israel",2007,"SF1",0
"Poland","Israel",2007,"SF1",0
"Portugal","Israel",2007,"SF1",0
"Romania","Israel",2007,"SF1",0
"Russia","Israel",2007,"SF1",1
"Serbia","Israel",2007,"SF1",0
"Slovenia","Israel",2007,"SF1",0
"Spain","Israel",2007,"SF1",0
"Sweden","Israel",2007,"SF1",0
"Switzerland","Israel",2007,"SF1",0
"Turkey","Israel",2007,"SF1",0
"Ukraine","Israel",2007,"SF1",0
"United Kingdom","Israel",2007,"SF1",0
"Albania","Cyprus",2007,"SF1",8
"Andorra","Cyprus",2007,"SF1",0
"Armenia","Cyprus",2007,"SF1",4
"Austria","Cyprus",2007,"SF1",0
"Belarus","Cyprus",2007,"SF1",0
"Belgium","Cyprus",2007,"SF1",5
"Bosnia and Herzegovina","Cyprus",2007,"SF1",0
"Bulgaria","Cyprus",2007,"SF1",7
"Croatia","Cyprus",2007,"SF1",0
"Czech Republic","Cyprus",2007,"SF1",0
"Denmark","Cyprus",2007,"SF1",0
"Estonia","Cyprus",2007,"SF1",0
"Finland","Cyprus",2007,"SF1",0
"France","Cyprus",2007,"SF1",5
"Georgia","Cyprus",2007,"SF1",0
"Germany","Cyprus",2007,"SF1",3
"Greece","Cyprus",2007,"SF1",12
"Hungary","Cyprus",2007,"SF1",0
"Iceland","Cyprus",2007,"SF1",0
"Ireland","Cyprus",2007,"SF1",0
"Israel","Cyprus",2007,"SF1",4
"Latvia","Cyprus",2007,"SF1",0
"Lithuania","Cyprus",2007,"SF1",0
"Macedonia","Cyprus",2007,"SF1",0
"Malta","Cyprus",2007,"SF1",0
"Moldova","Cyprus",2007,"SF1",0
"Montenegro","Cyprus",2007,"SF1",0
"Netherlands","Cyprus",2007,"SF1",0
"Norway","Cyprus",2007,"SF1",0
"Poland","Cyprus",2007,"SF1",0
"Portugal","Cyprus",2007,"SF1",0
"Romania","Cyprus",2007,"SF1",7
"Russia","Cyprus",2007,"SF1",0
"Serbia","Cyprus",2007,"SF1",0
"Slovenia","Cyprus",2007,"SF1",0
"Spain","Cyprus",2007,"SF1",0
"Sweden","Cyprus",2007,"SF1",0
"Switzerland","Cyprus",2007,"SF1",0
"Turkey","Cyprus",2007,"SF1",0
"Ukraine","Cyprus",2007,"SF1",0
"United Kingdom","Cyprus",2007,"SF1",10
"Albania","Belarus",2007,"SF1",4
"Andorra","Belarus",2007,"SF1",0
"Armenia","Belarus",2007,"SF1",12
"Austria","Belarus",2007,"SF1",0
"Belgium","Belarus",2007,"SF1",0
"Bosnia and Herzegovina","Belarus",2007,"SF1",2
"Bulgaria","Belarus",2007,"SF1",6
"Croatia","Belarus",2007,"SF1",0
"Cyprus","Belarus",2007,"SF1",10
"Czech Republic","Belarus",2007,"SF1",5
"Denmark","Belarus",2007,"SF1",1
"Estonia","Belarus",2007,"SF1",7
"Finland","Belarus",2007,"SF1",0
"France","Belarus",2007,"SF1",0
"Georgia","Belarus",2007,"SF1",4
"Germany","Belarus",2007,"SF1",0
"Greece","Belarus",2007,"SF1",7
"Hungary","Belarus",2007,"SF1",2
"Iceland","Belarus",2007,"SF1",4
"Ireland","Belarus",2007,"SF1",6
"Israel","Belarus",2007,"SF1",4
"Latvia","Belarus",2007,"SF1",10
"Lithuania","Belarus",2007,"SF1",10
"Macedonia","Belarus",2007,"SF1",4
"Malta","Belarus",2007,"SF1",7
"Moldova","Belarus",2007,"SF1",12
"Montenegro","Belarus",2007,"SF1",4
"Netherlands","Belarus",2007,"SF1",0
"Norway","Belarus",2007,"SF1",3
"Poland","Belarus",2007,"SF1",4
"Portugal","Belarus",2007,"SF1",1
"Romania","Belarus",2007,"SF1",3
"Russia","Belarus",2007,"SF1",12
"Serbia","Belarus",2007,"SF1",4
"Slovenia","Belarus",2007,"SF1",0
"Spain","Belarus",2007,"SF1",0
"Sweden","Belarus",2007,"SF1",3
"Switzerland","Belarus",2007,"SF1",0
"Turkey","Belarus",2007,"SF1",5
"Ukraine","Belarus",2007,"SF1",12
"United Kingdom","Belarus",2007,"SF1",0
"Albania","Iceland",2007,"SF1",0
"Andorra","Iceland",2007,"SF1",0
"Armenia","Iceland",2007,"SF1",0
"Austria","Iceland",2007,"SF1",0
"Belarus","Iceland",2007,"SF1",3
"Belgium","Iceland",2007,"SF1",0
"Bosnia and Herzegovina","Iceland",2007,"SF1",0
"Bulgaria","Iceland",2007,"SF1",0
"Croatia","Iceland",2007,"SF1",0
"Cyprus","Iceland",2007,"SF1",0
"Czech Republic","Iceland",2007,"SF1",0
"Denmark","Iceland",2007,"SF1",10
"Estonia","Iceland",2007,"SF1",6
"Finland","Iceland",2007,"SF1",12
"France","Iceland",2007,"SF1",0
"Georgia","Iceland",2007,"SF1",1
"Germany","Iceland",2007,"SF1",0
"Greece","Iceland",2007,"SF1",0
"Hungary","Iceland",2007,"SF1",10
"Ireland","Iceland",2007,"SF1",0
"Israel","Iceland",2007,"SF1",0
"Latvia","Iceland",2007,"SF1",6
"Lithuania","Iceland",2007,"SF1",5
"Macedonia","Iceland",2007,"SF1",0
"Malta","Iceland",2007,"SF1",0
"Moldova","Iceland",2007,"SF1",0
"Montenegro","Iceland",2007,"SF1",0
"Netherlands","Iceland",2007,"SF1",0
"Norway","Iceland",2007,"SF1",12
"Poland","Iceland",2007,"SF1",0
"Portugal","Iceland",2007,"SF1",0
"Romania","Iceland",2007,"SF1",0
"Russia","Iceland",2007,"SF1",0
"Serbia","Iceland",2007,"SF1",0
"Slovenia","Iceland",2007,"SF1",0
"Spain","Iceland",2007,"SF1",0
"Sweden","Iceland",2007,"SF1",12
"Switzerland","Iceland",2007,"SF1",0
"Turkey","Iceland",2007,"SF1",0
"Ukraine","Iceland",2007,"SF1",0
"United Kingdom","Iceland",2007,"SF1",0
"Albania","Georgia",2007,"SF1",0
"Andorra","Georgia",2007,"SF1",0
"Armenia","Georgia",2007,"SF1",8
"Austria","Georgia",2007,"SF1",0
"Belarus","Georgia",2007,"SF1",8
"Belgium","Georgia",2007,"SF1",1
"Bosnia and Herzegovina","Georgia",2007,"SF1",0
"Bulgaria","Georgia",2007,"SF1",3
"Croatia","Georgia",2007,"SF1",0
"Cyprus","Georgia",2007,"SF1",7
"Czech Republic","Georgia",2007,"SF1",0
"Denmark","Georgia",2007,"SF1",0
"Estonia","Georgia",2007,"SF1",10
"Finland","Georgia",2007,"SF1",4
"France","Georgia",2007,"SF1",0
"Germany","Georgia",2007,"SF1",0
"Greece","Georgia",2007,"SF1",0
"Hungary","Georgia",2007,"SF1",0
"Iceland","Georgia",2007,"SF1",0
"Ireland","Georgia",2007,"SF1",0
"Israel","Georgia",2007,"SF1",8
"Latvia","Georgia",2007,"SF1",7
"Lithuania","Georgia",2007,"SF1",8
"Macedonia","Georgia",2007,"SF1",0
"Malta","Georgia",2007,"SF1",0
"Moldova","Georgia",2007,"SF1",8
"Montenegro","Georgia",2007,"SF1",0
"Netherlands","Georgia",2007,"SF1",5
"Norway","Georgia",2007,"SF1",0
"Poland","Georgia",2007,"SF1",3
"Portugal","Georgia",2007,"SF1",0
"Romania","Georgia",2007,"SF1",0
"Russia","Georgia",2007,"SF1",10
"Serbia","Georgia",2007,"SF1",0
"Slovenia","Georgia",2007,"SF1",0
"Spain","Georgia",2007,"SF1",0
"Sweden","Georgia",2007,"SF1",0
"Switzerland","Georgia",2007,"SF1",0
"Turkey","Georgia",2007,"SF1",10
"Ukraine","Georgia",2007,"SF1",10
"United Kingdom","Georgia",2007,"SF1",0
"Albania","Montenegro",2007,"SF1",7
"Andorra","Montenegro",2007,"SF1",0
"Armenia","Montenegro",2007,"SF1",0
"Austria","Montenegro",2007,"SF1",0
"Belarus","Montenegro",2007,"SF1",0
"Belgium","Montenegro",2007,"SF1",0
"Bosnia and Herzegovina","Montenegro",2007,"SF1",5
"Bulgaria","Montenegro",2007,"SF1",0
"Croatia","Montenegro",2007,"SF1",5
"Cyprus","Montenegro",2007,"SF1",0
"Czech Republic","Montenegro",2007,"SF1",0
"Denmark","Montenegro",2007,"SF1",0
"Estonia","Montenegro",2007,"SF1",0
"Finland","Montenegro",2007,"SF1",0
"France","Montenegro",2007,"SF1",0
"Georgia","Montenegro",2007,"SF1",0
"Germany","Montenegro",2007,"SF1",0
"Greece","Montenegro",2007,"SF1",0
"Hungary","Montenegro",2007,"SF1",0
"Iceland","Montenegro",2007,"SF1",0
"Ireland","Montenegro",2007,"SF1",0
"Israel","Montenegro",2007,"SF1",0
"Latvia","Montenegro",2007,"SF1",0
"Lithuania","Montenegro",2007,"SF1",0
"Macedonia","Montenegro",2007,"SF1",3
"Malta","Montenegro",2007,"SF1",0
"Moldova","Montenegro",2007,"SF1",0
"Netherlands","Montenegro",2007,"SF1",0
"Norway","Montenegro",2007,"SF1",0
"Poland","Montenegro",2007,"SF1",0
"Portugal","Montenegro",2007,"SF1",0
"Romania","Montenegro",2007,"SF1",0
"Russia","Montenegro",2007,"SF1",0
"Serbia","Montenegro",2007,"SF1",8
"Slovenia","Montenegro",2007,"SF1",5
"Spain","Montenegro",2007,"SF1",0
"Sweden","Montenegro",2007,"SF1",0
"Switzerland","Montenegro",2007,"SF1",0
"Turkey","Montenegro",2007,"SF1",0
"Ukraine","Montenegro",2007,"SF1",0
"United Kingdom","Montenegro",2007,"SF1",0
"Albania","Switzerland",2007,"SF1",0
"Andorra","Switzerland",2007,"SF1",6
"Armenia","Switzerland",2007,"SF1",0
"Austria","Switzerland",2007,"SF1",0
"Belarus","Switzerland",2007,"SF1",0
"Belgium","Switzerland",2007,"SF1",0
"Bosnia and Herzegovina","Switzerland",2007,"SF1",0
"Bulgaria","Switzerland",2007,"SF1",0
"Croatia","Switzerland",2007,"SF1",1
"Cyprus","Switzerland",2007,"SF1",2
"Czech Republic","Switzerland",2007,"SF1",0
"Denmark","Switzerland",2007,"SF1",3
"Estonia","Switzerland",2007,"SF1",2
"Finland","Switzerland",2007,"SF1",0
"France","Switzerland",2007,"SF1",0
"Georgia","Switzerland",2007,"SF1",0
"Germany","Switzerland",2007,"SF1",8
"Greece","Switzerland",2007,"SF1",2
"Hungary","Switzerland",2007,"SF1",0
"Iceland","Switzerland",2007,"SF1",0
"Ireland","Switzerland",2007,"SF1",0
"Israel","Switzerland",2007,"SF1",0
"Latvia","Switzerland",2007,"SF1",4
"Lithuania","Switzerland",2007,"SF1",0
"Macedonia","Switzerland",2007,"SF1",0
"Malta","Switzerland",2007,"SF1",10
"Moldova","Switzerland",2007,"SF1",0
"Montenegro","Switzerland",2007,"SF1",0
"Netherlands","Switzerland",2007,"SF1",0
"Norway","Switzerland",2007,"SF1",0
"Poland","Switzerland",2007,"SF1",0
"Portugal","Switzerland",2007,"SF1",0
"Romania","Switzerland",2007,"SF1",0
"Russia","Switzerland",2007,"SF1",0
"Serbia","Switzerland",2007,"SF1",0
"Slovenia","Switzerland",2007,"SF1",2
"Spain","Switzerland",2007,"SF1",0
"Sweden","Switzerland",2007,"SF1",0
"Turkey","Switzerland",2007,"SF1",0
"Ukraine","Switzerland",2007,"SF1",0
"United Kingdom","Switzerland",2007,"SF1",0
"Albania","Moldova",2007,"SF1",0
"Andorra","Moldova",2007,"SF1",0
"Armenia","Moldova",2007,"SF1",7
"Austria","Moldova",2007,"SF1",0
"Belarus","Moldova",2007,"SF1",12
"Belgium","Moldova",2007,"SF1",0
"Bosnia and Herzegovina","Moldova",2007,"SF1",0
"Bulgaria","Moldova",2007,"SF1",1
"Croatia","Moldova",2007,"SF1",0
"Cyprus","Moldova",2007,"SF1",6
"Czech Republic","Moldova",2007,"SF1",0
"Denmark","Moldova",2007,"SF1",0
"Estonia","Moldova",2007,"SF1",0
"Finland","Moldova",2007,"SF1",0
"France","Moldova",2007,"SF1",0
"Georgia","Moldova",2007,"SF1",7
"Germany","Moldova",2007,"SF1",0
"Greece","Moldova",2007,"SF1",3
"Hungary","Moldova",2007,"SF1",0
"Iceland","Moldova",2007,"SF1",0
"Ireland","Moldova",2007,"SF1",2
"Israel","Moldova",2007,"SF1",3
"Latvia","Moldova",2007,"SF1",0
"Lithuania","Moldova",2007,"SF1",0
"Macedonia","Moldova",2007,"SF1",0
"Malta","Moldova",2007,"SF1",2
"Montenegro","Moldova",2007,"SF1",0
"Netherlands","Moldova",2007,"SF1",0
"Norway","Moldova",2007,"SF1",0
"Poland","Moldova",2007,"SF1",0
"Portugal","Moldova",2007,"SF1",12
"Romania","Moldova",2007,"SF1",12
"Russia","Moldova",2007,"SF1",6
"Serbia","Moldova",2007,"SF1",0
"Slovenia","Moldova",2007,"SF1",0
"Spain","Moldova",2007,"SF1",6
"Sweden","Moldova",2007,"SF1",0
"Switzerland","Moldova",2007,"SF1",0
"Turkey","Moldova",2007,"SF1",8
"Ukraine","Moldova",2007,"SF1",6
"United Kingdom","Moldova",2007,"SF1",0
"Albania","Netherlands",2007,"SF1",0
"Andorra","Netherlands",2007,"SF1",5
"Armenia","Netherlands",2007,"SF1",0
"Austria","Netherlands",2007,"SF1",0
"Belarus","Netherlands",2007,"SF1",0
"Belgium","Netherlands",2007,"SF1",10
"Bosnia and Herzegovina","Netherlands",2007,"SF1",0
"Bulgaria","Netherlands",2007,"SF1",0
"Croatia","Netherlands",2007,"SF1",0
"Cyprus","Netherlands",2007,"SF1",0
"Czech Republic","Netherlands",2007,"SF1",0
"Denmark","Netherlands",2007,"SF1",4
"Estonia","Netherlands",2007,"SF1",0
"Finland","Netherlands",2007,"SF1",0
"France","Netherlands",2007,"SF1",0
"Georgia","Netherlands",2007,"SF1",0
"Germany","Netherlands",2007,"SF1",0
"Greece","Netherlands",2007,"SF1",0
"Hungary","Netherlands",2007,"SF1",5
"Iceland","Netherlands",2007,"SF1",0
"Ireland","Netherlands",2007,"SF1",0
"Israel","Netherlands",2007,"SF1",1
"Latvia","Netherlands",2007,"SF1",0
"Lithuania","Netherlands",2007,"SF1",0
"Macedonia","Netherlands",2007,"SF1",0
"Malta","Netherlands",2007,"SF1",8
"Moldova","Netherlands",2007,"SF1",0
"Montenegro","Netherlands",2007,"SF1",0
"Norway","Netherlands",2007,"SF1",1
"Poland","Netherlands",2007,"SF1",0
"Portugal","Netherlands",2007,"SF1",3
"Romania","Netherlands",2007,"SF1",0
"Russia","Netherlands",2007,"SF1",0
"Serbia","Netherlands",2007,"SF1",0
"Slovenia","Netherlands",2007,"SF1",0
"Spain","Netherlands",2007,"SF1",0
"Sweden","Netherlands",2007,"SF1",0
"Switzerland","Netherlands",2007,"SF1",1
"Turkey","Netherlands",2007,"SF1",0
"Ukraine","Netherlands",2007,"SF1",0
"United Kingdom","Netherlands",2007,"SF1",0
"Andorra","Albania",2007,"SF1",0
"Armenia","Albania",2007,"SF1",0
"Austria","Albania",2007,"SF1",3
"Belarus","Albania",2007,"SF1",0
"Belgium","Albania",2007,"SF1",0
"Bosnia and Herzegovina","Albania",2007,"SF1",4
"Bulgaria","Albania",2007,"SF1",2
"Croatia","Albania",2007,"SF1",3
"Cyprus","Albania",2007,"SF1",0
"Czech Republic","Albania",2007,"SF1",0
"Denmark","Albania",2007,"SF1",0
"Estonia","Albania",2007,"SF1",0
"Finland","Albania",2007,"SF1",0
"France","Albania",2007,"SF1",0
"Georgia","Albania",2007,"SF1",0
"Germany","Albania",2007,"SF1",1
"Greece","Albania",2007,"SF1",8
"Hungary","Albania",2007,"SF1",0
"Iceland","Albania",2007,"SF1",0
"Ireland","Albania",2007,"SF1",0
"Israel","Albania",2007,"SF1",0
"Latvia","Albania",2007,"SF1",0
"Lithuania","Albania",2007,"SF1",0
"Macedonia","Albania",2007,"SF1",10
"Malta","Albania",2007,"SF1",0
"Moldova","Albania",2007,"SF1",0
"Montenegro","Albania",2007,"SF1",6
"Netherlands","Albania",2007,"SF1",0
"Norway","Albania",2007,"SF1",0
"Poland","Albania",2007,"SF1",0
"Portugal","Albania",2007,"SF1",0
"Romania","Albania",2007,"SF1",0
"Russia","Albania",2007,"SF1",0
"Serbia","Albania",2007,"SF1",0
"Slovenia","Albania",2007,"SF1",0
"Spain","Albania",2007,"SF1",0
"Sweden","Albania",2007,"SF1",0
"Switzerland","Albania",2007,"SF1",7
"Turkey","Albania",2007,"SF1",4
"Ukraine","Albania",2007,"SF1",0
"United Kingdom","Albania",2007,"SF1",1
"Albania","Denmark",2007,"SF1",0
"Andorra","Denmark",2007,"SF1",2
"Armenia","Denmark",2007,"SF1",0
"Austria","Denmark",2007,"SF1",0
"Belarus","Denmark",2007,"SF1",0
"Belgium","Denmark",2007,"SF1",0
"Bosnia and Herzegovina","Denmark",2007,"SF1",0
"Bulgaria","Denmark",2007,"SF1",0
"Croatia","Denmark",2007,"SF1",0
"Cyprus","Denmark",2007,"SF1",0
"Czech Republic","Denmark",2007,"SF1",0
"Estonia","Denmark",2007,"SF1",0
"Finland","Denmark",2007,"SF1",0
"France","Denmark",2007,"SF1",0
"Georgia","Denmark",2007,"SF1",0
"Germany","Denmark",2007,"SF1",0
"Greece","Denmark",2007,"SF1",0
"Hungary","Denmark",2007,"SF1",0
"Iceland","Denmark",2007,"SF1",8
"Ireland","Denmark",2007,"SF1",5
"Israel","Denmark",2007,"SF1",5
"Latvia","Denmark",2007,"SF1",0
"Lithuania","Denmark",2007,"SF1",0
"Macedonia","Denmark",2007,"SF1",0
"Malta","Denmark",2007,"SF1",6
"Moldova","Denmark",2007,"SF1",0
"Montenegro","Denmark",2007,"SF1",0
"Netherlands","Denmark",2007,"SF1",1
"Norway","Denmark",2007,"SF1",4
"Poland","Denmark",2007,"SF1",0
"Portugal","Denmark",2007,"SF1",0
"Romania","Denmark",2007,"SF1",0
"Russia","Denmark",2007,"SF1",0
"Serbia","Denmark",2007,"SF1",3
"Slovenia","Denmark",2007,"SF1",0
"Spain","Denmark",2007,"SF1",0
"Sweden","Denmark",2007,"SF1",4
"Switzerland","Denmark",2007,"SF1",0
"Turkey","Denmark",2007,"SF1",0
"Ukraine","Denmark",2007,"SF1",0
"United Kingdom","Denmark",2007,"SF1",7
"Albania","Croatia",2007,"SF1",3
"Andorra","Croatia",2007,"SF1",0
"Armenia","Croatia",2007,"SF1",0
"Austria","Croatia",2007,"SF1",7
"Belarus","Croatia",2007,"SF1",0
"Belgium","Croatia",2007,"SF1",0
"Bosnia and Herzegovina","Croatia",2007,"SF1",10
"Bulgaria","Croatia",2007,"SF1",0
"Cyprus","Croatia",2007,"SF1",0
"Czech Republic","Croatia",2007,"SF1",0
"Denmark","Croatia",2007,"SF1",0
"Estonia","Croatia",2007,"SF1",0
"Finland","Croatia",2007,"SF1",0
"France","Croatia",2007,"SF1",0
"Georgia","Croatia",2007,"SF1",0
"Germany","Croatia",2007,"SF1",2
"Greece","Croatia",2007,"SF1",0
"Hungary","Croatia",2007,"SF1",0
"Iceland","Croatia",2007,"SF1",0
"Ireland","Croatia",2007,"SF1",0
"Israel","Croatia",2007,"SF1",0
"Latvia","Croatia",2007,"SF1",0
"Lithuania","Croatia",2007,"SF1",0
"Macedonia","Croatia",2007,"SF1",6
"Malta","Croatia",2007,"SF1",0
"Moldova","Croatia",2007,"SF1",0
"Montenegro","Croatia",2007,"SF1",7
"Netherlands","Croatia",2007,"SF1",0
"Norway","Croatia",2007,"SF1",0
"Poland","Croatia",2007,"SF1",0
"Portugal","Croatia",2007,"SF1",0
"Romania","Croatia",2007,"SF1",0
"Russia","Croatia",2007,"SF1",0
"Serbia","Croatia",2007,"SF1",6
"Slovenia","Croatia",2007,"SF1",8
"Spain","Croatia",2007,"SF1",0
"Sweden","Croatia",2007,"SF1",0
"Switzerland","Croatia",2007,"SF1",5
"Turkey","Croatia",2007,"SF1",0
"Ukraine","Croatia",2007,"SF1",0
"United Kingdom","Croatia",2007,"SF1",0
"Albania","Poland",2007,"SF1",0
"Andorra","Poland",2007,"SF1",10
"Armenia","Poland",2007,"SF1",5
"Austria","Poland",2007,"SF1",4
"Belarus","Poland",2007,"SF1",5
"Belgium","Poland",2007,"SF1",0
"Bosnia and Herzegovina","Poland",2007,"SF1",0
"Bulgaria","Poland",2007,"SF1",0
"Croatia","Poland",2007,"SF1",0
"Cyprus","Poland",2007,"SF1",3
"Czech Republic","Poland",2007,"SF1",0
"Denmark","Poland",2007,"SF1",2
"Estonia","Poland",2007,"SF1",0
"Finland","Poland",2007,"SF1",0
"France","Poland",2007,"SF1",3
"Georgia","Poland",2007,"SF1",6
"Germany","Poland",2007,"SF1",5
"Greece","Poland",2007,"SF1",0
"Hungary","Poland",2007,"SF1",3
"Iceland","Poland",2007,"SF1",2
"Ireland","Poland",2007,"SF1",10
"Israel","Poland",2007,"SF1",0
"Latvia","Poland",2007,"SF1",1
"Lithuania","Poland",2007,"SF1",3
"Macedonia","Poland",2007,"SF1",2
"Malta","Poland",2007,"SF1",0
"Moldova","Poland",2007,"SF1",0
"Montenegro","Poland",2007,"SF1",1
"Netherlands","Poland",2007,"SF1",0
"Norway","Poland",2007,"SF1",0
"Portugal","Poland",2007,"SF1",0
"Romania","Poland",2007,"SF1",0
"Russia","Poland",2007,"SF1",0
"Serbia","Poland",2007,"SF1",2
"Slovenia","Poland",2007,"SF1",0
"Spain","Poland",2007,"SF1",0
"Sweden","Poland",2007,"SF1",0
"Switzerland","Poland",2007,"SF1",0
"Turkey","Poland",2007,"SF1",0
"Ukraine","Poland",2007,"SF1",5
"United Kingdom","Poland",2007,"SF1",3
"Albania","Serbia",2007,"SF1",2
"Andorra","Serbia",2007,"SF1",0
"Armenia","Serbia",2007,"SF1",10
"Austria","Serbia",2007,"SF1",12
"Belarus","Serbia",2007,"SF1",10
"Belgium","Serbia",2007,"SF1",4
"Bosnia and Herzegovina","Serbia",2007,"SF1",12
"Bulgaria","Serbia",2007,"SF1",8
"Croatia","Serbia",2007,"SF1",12
"Cyprus","Serbia",2007,"SF1",8
"Czech Republic","Serbia",2007,"SF1",12
"Denmark","Serbia",2007,"SF1",6
"Estonia","Serbia",2007,"SF1",0
"Finland","Serbia",2007,"SF1",8
"France","Serbia",2007,"SF1",7
"Georgia","Serbia",2007,"SF1",8
"Germany","Serbia",2007,"SF1",10
"Greece","Serbia",2007,"SF1",5
"Hungary","Serbia",2007,"SF1",12
"Iceland","Serbia",2007,"SF1",10
"Ireland","Serbia",2007,"SF1",8
"Israel","Serbia",2007,"SF1",7
"Latvia","Serbia",2007,"SF1",2
"Lithuania","Serbia",2007,"SF1",1
"Macedonia","Serbia",2007,"SF1",12
"Malta","Serbia",2007,"SF1",1
"Moldova","Serbia",2007,"SF1",6
"Montenegro","Serbia",2007,"SF1",12
"Netherlands","Serbia",2007,"SF1",10
"Norway","Serbia",2007,"SF1",8
"Poland","Serbia",2007,"SF1",5
"Portugal","Serbia",2007,"SF1",4
"Romania","Serbia",2007,"SF1",6
"Russia","Serbia",2007,"SF1",8
"Slovenia","Serbia",2007,"SF1",12
"Spain","Serbia",2007,"SF1",5
"Sweden","Serbia",2007,"SF1",10
"Switzerland","Serbia",2007,"SF1",12
"Turkey","Serbia",2007,"SF1",0
"Ukraine","Serbia",2007,"SF1",8
"United Kingdom","Serbia",2007,"SF1",5
"Albania","Czech Republic",2007,"SF1",0
"Andorra","Czech Republic",2007,"SF1",0
"Armenia","Czech Republic",2007,"SF1",0
"Austria","Czech Republic",2007,"SF1",0
"Belarus","Czech Republic",2007,"SF1",0
"Belgium","Czech Republic",2007,"SF1",0
"Bosnia and Herzegovina","Czech Republic",2007,"SF1",0
"Bulgaria","Czech Republic",2007,"SF1",0
"Croatia","Czech Republic",2007,"SF1",0
"Cyprus","Czech Republic",2007,"SF1",0
"Denmark","Czech Republic",2007,"SF1",0
"Estonia","Czech Republic",2007,"SF1",1
"Finland","Czech Republic",2007,"SF1",0
"France","Czech Republic",2007,"SF1",0
"Georgia","Czech Republic",2007,"SF1",0
"Germany","Czech Republic",2007,"SF1",0
"Greece","Czech Republic",2007,"SF1",0
"Hungary","Czech Republic",2007,"SF1",0
"Iceland","Czech Republic",2007,"SF1",0
"Ireland","Czech Republic",2007,"SF1",0
"Israel","Czech Republic",2007,"SF1",0
"Latvia","Czech Republic",2007,"SF1",0
"Lithuania","Czech Republic",2007,"SF1",0
"Macedonia","Czech Republic",2007,"SF1",0
"Malta","Czech Republic",2007,"SF1",0
"Moldova","Czech Republic",2007,"SF1",0
"Montenegro","Czech Republic",2007,"SF1",0
"Netherlands","Czech Republic",2007,"SF1",0
"Norway","Czech Republic",2007,"SF1",0
"Poland","Czech Republic",2007,"SF1",0
"Portugal","Czech Republic",2007,"SF1",0
"Romania","Czech Republic",2007,"SF1",0
"Russia","Czech Republic",2007,"SF1",0
"Serbia","Czech Republic",2007,"SF1",0
"Slovenia","Czech Republic",2007,"SF1",0
"Spain","Czech Republic",2007,"SF1",0
"Sweden","Czech Republic",2007,"SF1",0
"Switzerland","Czech Republic",2007,"SF1",0
"Turkey","Czech Republic",2007,"SF1",0
"Ukraine","Czech Republic",2007,"SF1",0
"United Kingdom","Czech Republic",2007,"SF1",0
"Albania","Portugal",2007,"SF1",0
"Andorra","Portugal",2007,"SF1",12
"Armenia","Portugal",2007,"SF1",6
"Austria","Portugal",2007,"SF1",0
"Belarus","Portugal",2007,"SF1",7
"Belgium","Portugal",2007,"SF1",3
"Bosnia and Herzegovina","Portugal",2007,"SF1",0
"Bulgaria","Portugal",2007,"SF1",0
"Croatia","Portugal",2007,"SF1",0
"Cyprus","Portugal",2007,"SF1",1
"Czech Republic","Portugal",2007,"SF1",0
"Denmark","Portugal",2007,"SF1",0
"Estonia","Portugal",2007,"SF1",0
"Finland","Portugal",2007,"SF1",0
"France","Portugal",2007,"SF1",10
"Georgia","Portugal",2007,"SF1",0
"Germany","Portugal",2007,"SF1",7
"Greece","Portugal",2007,"SF1",0
"Hungary","Portugal",2007,"SF1",0
"Iceland","Portugal",2007,"SF1",0
"Ireland","Portugal",2007,"SF1",0
"Israel","Portugal",2007,"SF1",0
"Latvia","Portugal",2007,"SF1",3
"Lithuania","Portugal",2007,"SF1",0
"Macedonia","Portugal",2007,"SF1",0
"Malta","Portugal",2007,"SF1",0
"Moldova","Portugal",2007,"SF1",7
"Montenegro","Portugal",2007,"SF1",0
"Netherlands","Portugal",2007,"SF1",4
"Norway","Portugal",2007,"SF1",0
"Poland","Portugal",2007,"SF1",10
"Romania","Portugal",2007,"SF1",0
"Russia","Portugal",2007,"SF1",0
"Serbia","Portugal",2007,"SF1",1
"Slovenia","Portugal",2007,"SF1",1
"Spain","Portugal",2007,"SF1",8
"Sweden","Portugal",2007,"SF1",0
"Switzerland","Portugal",2007,"SF1",8
"Turkey","Portugal",2007,"SF1",0
"Ukraine","Portugal",2007,"SF1",0
"United Kingdom","Portugal",2007,"SF1",0
"Albania","Macedonia",2007,"SF1",10
"Andorra","Macedonia",2007,"SF1",0
"Armenia","Macedonia",2007,"SF1",0
"Austria","Macedonia",2007,"SF1",5
"Belarus","Macedonia",2007,"SF1",0
"Belgium","Macedonia",2007,"SF1",0
"Bosnia and Herzegovina","Macedonia",2007,"SF1",7
"Bulgaria","Macedonia",2007,"SF1",12
"Croatia","Macedonia",2007,"SF1",8
"Cyprus","Macedonia",2007,"SF1",0
"Czech Republic","Macedonia",2007,"SF1",6
"Denmark","Macedonia",2007,"SF1",0
"Estonia","Macedonia",2007,"SF1",0
"Finland","Macedonia",2007,"SF1",0
"France","Macedonia",2007,"SF1",0
"Georgia","Macedonia",2007,"SF1",0
"Germany","Macedonia",2007,"SF1",0
"Greece","Macedonia",2007,"SF1",0
"Hungary","Macedonia",2007,"SF1",0
"Iceland","Macedonia",2007,"SF1",0
"Ireland","Macedonia",2007,"SF1",0
"Israel","Macedonia",2007,"SF1",0
"Latvia","Macedonia",2007,"SF1",0
